,name,number,year,sex
3493,pedro,917,2015,M
3494,luis,891,2015,M
3495,jaime,872,2015,M
3496,rafael,846,2015,M
3497,asier,814,2015,M
3498,unai,793,2015,M
3499,mohamed,773,2015,M
3500,marti,761,2015,M
3501,gael,760,2015,M
3502,thiago,746,2015,M
3503,ian,725,2015,M
3504,fernando,674,2015,M
3505,oscar,671,2015,M
3506,luca,666,2015,M
3507,andres,664,2015,M
3508,biel,654,2015,M
3509,ismael,629,2015,M
3510,alonso,608,2015,M
3511,pol,599,2015,M
3512,nil,599,2015,M
3513,jan,596,2015,M
3514,rayan,575,2015,M
3515,aleix,563,2015,M
3516,arnau,558,2015,M
3517,cristian,552,2015,M
3518,saul,545,2015,M
3519,isaac,535,2015,M
3520,santiago,534,2015,M
3521,julen,533,2015,M
3522,joan,505,2015,M
3523,miguel angel,493,2015,M
3524,aimar,493,2015,M
3525,ignacio,488,2015,M
3526,youssef,476,2015,M
3527,eduardo,455,2015,M
3528,mauro,448,2015,M
3529,enrique,443,2015,M
3530,yago,443,2015,M
3531,jose antonio,420,2015,M
3532,gerard,407,2015,M
3533,abraham,404,2015,M
3534,noah,404,2015,M
3535,omar,398,2015,M
3536,ibai,394,2015,M
3537,francisco javier,392,2015,M
3538,jon,383,2015,M
3539,hugo,4870,2016,M
3540,daniel,4195,2016,M
3541,martin,4050,2016,M
3542,pablo,3776,2016,M
3543,alejandro,3774,2016,M
3544,lucas,3730,2016,M
3545,alvaro,3030,2016,M
3546,adrian,2989,2016,M
3547,mateo,2845,2016,M
3548,david,2818,2016,M
3549,mario,2743,2016,M
3550,manuel,2648,2016,M
3551,diego,2497,2016,M
3552,leo,2452,2016,M
3553,javier,2145,2016,M
3554,marcos,2016,2016,M
3555,izan,1909,2016,M
3556,alex,1833,2016,M
3557,sergio,1774,2016,M
3558,enzo,1752,2016,M
3559,carlos,1680,2016,M
3560,miguel,1587,2016,M
3561,marc,1576,2016,M
3562,jorge,1545,2016,M
3563,antonio,1510,2016,M
3564,gonzalo,1434,2016,M
3565,juan,1358,2016,M
3566,angel,1325,2016,M
3567,oliver,1314,2016,M
3568,iker,1307,2016,M
3569,dylan,1303,2016,M
3570,bruno,1302,2016,M
3571,eric,1262,2016,M
3572,marco,1234,2016,M
3573,ivan,1182,2016,M
3574,nicolas,1147,2016,M
3575,jose,1131,2016,M
3576,hector,1116,2016,M
3577,dario,1109,2016,M
3578,samuel,1093,2016,M
3579,victor,1092,2016,M
3580,ruben,1083,2016,M
3581,gabriel,1067,2016,M
3582,adam,1052,2016,M
3583,aaron,1014,2016,M
3584,thiago,989,2016,M
3585,gael,941,2016,M
3586,francisco,915,2016,M
3587,guillermo,883,2016,M
3588,raul,877,2016,M
3589,rodrigo,871,2016,M
3590,erik,868,2016,M
3591,jaime,862,2016,M
3592,aitor,858,2016,M
3593,jesus,857,2016,M
3594,pedro,853,2016,M
3595,joel,837,2016,M
3596,pau,833,2016,M
3597,alberto,815,2016,M
3598,luis,814,2016,M
3599,luca,787,2016,M
3600,mohamed,785,2016,M
3601,ian,784,2016,M
3602,rafael,778,2016,M
3603,julen,775,2016,M
3604,unai,705,2016,M
3605,asier,693,2016,M
3606,marti,640,2016,M
3607,rayan,620,2016,M
3608,jan,605,2016,M
3609,fernando,605,2016,M
3610,pol,602,2016,M
3611,biel,596,2016,M
3612,ismael,579,2016,M
3613,saul,565,2016,M
3614,andres,561,2016,M
3615,oscar,553,2016,M
3616,alonso,552,2016,M
3617,aleix,546,2016,M
3618,nil,540,2016,M
3619,cristian,524,2016,M
3620,santiago,499,2016,M
3621,isaac,498,2016,M
3622,ignacio,478,2016,M
3623,arnau,474,2016,M
3624,miguel angel,472,2016,M
3625,youssef,444,2016,M
3626,enrique,442,2016,M
3627,mauro,431,2016,M
3628,joan,423,2016,M
3629,jon,413,2016,M
3630,noah,409,2016,M
3631,jose antonio,406,2016,M
3632,jose manuel,406,2016,M
3633,omar,394,2016,M
3634,eduardo,391,2016,M
3635,aimar,389,2016,M
3636,gerard,385,2016,M
3637,aritz,380,2016,M
3638,liam,372,2016,M
3639,jordi,370,2016,M
3640,lucas,4209,2017,M
3641,hugo,4141,2017,M
3642,martin,3838,2017,M
3643,daniel,3717,2017,M
3644,pablo,3426,2017,M
3645,alejandro,3220,2017,M
3646,mateo,3124,2017,M
3647,adrian,2841,2017,M
3648,alvaro,2794,2017,M
3649,manuel,2517,2017,M
3650,leo,2489,2017,M
3651,david,2471,2017,M
3652,mario,2418,2017,M
3653,diego,2255,2017,M
3654,javier,2012,2017,M
3655,enzo,1962,2017,M
3656,izan,1890,2017,M
3657,marcos,1751,2017,M
3658,marco,1716,2017,M
3659,alex,1618,2017,M
3660,carlos,1574,2017,M
3661,sergio,1538,2017,M
3662,marc,1497,2017,M
3663,antonio,1461,2017,M
3664,bruno,1443,2017,M
3665,miguel,1404,2017,M
3666,gonzalo,1397,2017,M
3667,jorge,1391,2017,M
3668,juan,1322,2017,M
3669,angel,1285,2017,M
3670,dylan,1283,2017,M
3671,nicolas,1243,2017,M
3672,oliver,1229,2017,M
3673,thiago,1163,2017,M
3674,eric,1126,2017,M
3675,iker,1095,2017,M
3676,gabriel,1093,2017,M
3677,jose,1062,2017,M
3678,hector,1052,2017,M
3679,ivan,1049,2017,M
3680,adam,1047,2017,M
3681,gael,1029,2017,M
3682,dario,1006,2017,M
3683,samuel,1002,2017,M
3684,victor,971,2017,M
3685,rodrigo,946,2017,M
3686,ruben,944,2017,M
3687,luca,898,2017,M
3688,jesus,890,2017,M
3689,aaron,862,2017,M
3690,raul,835,2017,M
3691,francisco,831,2017,M
3692,guillermo,810,2017,M
3693,ian,808,2017,M
3694,erik,800,2017,M
3695,pedro,799,2017,M
3696,jaime,792,2017,M
3697,aitor,782,2017,M
3698,pau,778,2017,M
3699,rafael,766,2017,M
3700,alberto,740,2017,M
3701,mohamed,734,2017,M
3702,luis,730,2017,M
3703,joel,720,2017,M
3704,julen,710,2017,M
3705,saul,696,2017,M
3706,unai,637,2017,M
3707,pol,635,2017,M
3708,marti,609,2017,M
3709,rayan,588,2017,M
3710,andres,575,2017,M
3711,ismael,569,2017,M
3712,nil,568,2017,M
3713,fernando,567,2017,M
3714,asier,561,2017,M
3715,jan,560,2017,M
3716,santiago,555,2017,M
3717,liam,537,2017,M
3718,alonso,534,2017,M
3719,aleix,499,2017,M
3720,biel,498,2017,M
3721,alan,491,2017,M
3722,arnau,478,2017,M
3723,youssef,477,2017,M
3724,oscar,464,2017,M
3725,ignacio,443,2017,M
3726,isaac,435,2017,M
3727,cristian,432,2017,M
3728,miguel angel,428,2017,M
3729,matias,427,2017,M
3730,amir,417,2017,M
3731,neizan,413,2017,M
3732,noah,408,2017,M
3733,joan,407,2017,M
3734,axel,392,2017,M
3735,teo,382,2017,M
3736,enrique,380,2017,M
3737,imran,371,2017,M
3738,omar,369,2017,M
3739,mauro,363,2017,M
3740,hugo,3800,2018,M
3741,lucas,3617,2018,M
3742,martin,3332,2018,M
3743,daniel,3223,2018,M
3744,pablo,3139,2018,M
3745,mateo,3100,2018,M
3746,alejandro,3000,2018,M
3747,leo,2651,2018,M
3748,alvaro,2495,2018,M
3749,manuel,2476,2018,M
3750,adrian,2412,2018,M
3751,david,2186,2018,M
3752,mario,2075,2018,M
3753,diego,1968,2018,M
3754,enzo,1848,2018,M
3755,marco,1703,2018,M
3756,javier,1698,2018,M
3757,marcos,1694,2018,M
3758,izan,1658,2018,M
3759,antonio,1434,2018,M
3760,bruno,1410,2018,M
3761,sergio,1408,2018,M
3762,alex,1364,2018,M
3763,miguel,1315,2018,M
3764,carlos,1295,2018,M
3765,marc,1292,2018,M
3766,thiago,1280,2018,M
3767,juan,1233,2018,M
3768,gonzalo,1227,2018,M
3769,oliver,1204,2018,M
3770,nicolas,1202,2018,M
3771,jorge,1200,2018,M
3772,angel,1197,2018,M
3773,dylan,1109,2018,M
3774,eric,1108,2018,M
3775,gabriel,1081,2018,M
3776,jose,1068,2018,M
3777,gael,1058,2018,M
3778,samuel,1026,2018,M
3779,dario,1018,2018,M
3780,hector,999,2018,M
3781,saul,954,2018,M
3782,adam,948,2018,M
3783,ivan,863,2018,M
3784,victor,858,2018,M
3785,rodrigo,854,2018,M
3786,iker,845,2018,M
3787,aaron,813,2018,M
3788,ruben,813,2018,M
3789,francisco,799,2018,M
3790,luca,793,2018,M
3791,jesus,788,2018,M
3792,pau,779,2018,M
3793,jaime,766,2018,M
3794,luis,758,2018,M
3795,mohamed,742,2018,M
3796,guillermo,740,2018,M
3797,raul,728,2018,M
3798,ian,716,2018,M
3799,alberto,713,2018,M
3800,erik,708,2018,M
3801,pedro,698,2018,M
3802,amir,695,2018,M
3803,liam,694,2018,M
3804,unai,682,2018,M
3805,joel,681,2018,M
3806,rafael,675,2018,M
3807,julen,665,2018,M
3808,aitor,618,2018,M
3809,pol,612,2018,M
3810,marti,518,2018,M
3811,jan,517,2018,M
3812,asier,516,2018,M
3813,santiago,512,2018,M
3814,alonso,509,2018,M
3815,ismael,497,2018,M
3816,nil,495,2018,M
3817,rayan,493,2018,M
3818,andres,486,2018,M
3819,fernando,465,2018,M
3820,biel,454,2018,M
3821,noah,453,2018,M
3822,arnau,445,2018,M
3823,ignacio,430,2018,M
3824,isaac,429,2018,M
3825,matias,429,2018,M
3826,cristian,419,2018,M
3827,axel,418,2018,M
3828,oscar,408,2018,M
3829,omar,400,2018,M
3830,imran,399,2018,M
3831,youssef,397,2018,M
3832,alan,386,2018,M
3833,aleix,385,2018,M
3834,joan,379,2018,M
3835,luka,379,2018,M
3836,teo,370,2018,M
3837,mauro,357,2018,M
3838,jon,353,2018,M
3839,miguel angel,347,2018,M
3840,hugo,3536,2019,M
3841,martin,3256,2019,M
3842,lucas,3185,2019,M
3843,mateo,3160,2019,M
3844,leo,2960,2019,M
3845,daniel,2958,2019,M
3846,alejandro,2937,2019,M
3847,pablo,2868,2019,M
3848,manuel,2460,2019,M
3849,alvaro,2279,2019,M
3850,adrian,2200,2019,M
3851,david,1978,2019,M
3852,mario,1896,2019,M
3853,enzo,1891,2019,M
3854,diego,1876,2019,M
3855,marcos,1510,2019,M
3856,izan,1505,2019,M
3857,javier,1501,2019,M
3858,marco,1478,2019,M
3859,alex,1432,2019,M
3860,bruno,1357,2019,M
3861,oliver,1356,2019,M
3862,miguel,1318,2019,M
3863,thiago,1317,2019,M
3864,antonio,1315,2019,M
3865,marc,1286,2019,M
3866,carlos,1229,2019,M
3867,angel,1204,2019,M
3868,juan,1188,2019,M
3869,gonzalo,1165,2019,M
3870,gael,1163,2019,M
3871,sergio,1161,2019,M
3872,nicolas,1135,2019,M
3873,dylan,1079,2019,M
3874,gabriel,1059,2019,M
3875,jorge,1051,2019,M
3876,jose,1046,2019,M
3877,adam,982,2019,M
3878,liam,962,2019,M
3879,eric,951,2019,M
3880,samuel,940,2019,M
3881,dario,935,2019,M
3882,hector,926,2019,M
3883,luca,911,2019,M
3884,iker,893,2019,M
3885,amir,813,2019,M
3886,rodrigo,813,2019,M
3887,saul,812,2019,M
3888,victor,763,2019,M
3889,francisco,756,2019,M
3890,ivan,756,2019,M
3891,jesus,754,2019,M
3892,jaime,742,2019,M
3893,aaron,714,2019,M
3894,ruben,706,2019,M
3895,ian,691,2019,M
3896,guillermo,688,2019,M
3897,erik,684,2019,M
3898,mohamed,682,2019,M
3899,julen,676,2019,M
3900,luis,676,2019,M
3901,pau,640,2019,M
3902,unai,623,2019,M
3903,rafael,612,2019,M
3904,joel,611,2019,M
3905,alberto,591,2019,M
3906,pedro,583,2019,M
3907,raul,579,2019,M
3908,aitor,568,2019,M
3909,santiago,548,2019,M
3910,rayan,542,2019,M
3911,pol,521,2019,M
3912,nil,517,2019,M
3913,noah,514,2019,M
3914,jan,505,2019,M
3915,asier,496,2019,M
3916,fernando,492,2019,M
3917,alonso,464,2019,M
3918,matias,449,2019,M
3919,biel,447,2019,M
3920,andres,441,2019,M
3921,axel,439,2019,M
3922,ismael,435,2019,M
3923,marti,433,2019,M
3924,arnau,417,2019,M
3925,imran,396,2019,M
3926,luka,393,2019,M
3927,ignacio,387,2019,M
3928,aleix,381,2019,M
3929,alan,376,2019,M
3930,elias,372,2019,M
3931,omar,370,2019,M
3932,isaac,369,2019,M
3933,youssef,366,2019,M
3934,jon,361,2019,M
3935,teo,360,2019,M
3936,mauro,352,2019,M
3937,oscar,343,2019,M
3938,cristian,340,2019,M
3939,leonardo,332,2019,M
